array_id,superIterationCount,numberOfCells,worldSize,gridSize,wbK,kappa,homotypicInhibition,heterotypicInhibition,polarityPersistence,polarityTurningCoupling,flowScaling,flowPolarityCoupling,
1462,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.2,0.1,2.25,1.1,
1463,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.2,0.1,2.25,2.0,
1464,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.2,0.1,4.0,0.2,
1465,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.2,0.1,4.0,1.1,
1466,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.2,0.1,4.0,2.0,
1467,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.2,0.5,0.5,0.2,
1468,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.2,0.5,0.5,1.1,
1469,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.2,0.5,0.5,2.0,
1470,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.2,0.5,2.25,0.2,
1471,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.2,0.5,2.25,1.1,
1472,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.2,0.5,2.25,2.0,
1473,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.2,0.5,4.0,0.2,
1474,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.2,0.5,4.0,1.1,
1475,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.2,0.5,4.0,2.0,
1476,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.2,0.9,0.5,0.2,
1477,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.2,0.9,0.5,1.1,
1478,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.2,0.9,0.5,2.0,
1479,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.2,0.9,2.25,0.2,
1480,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.2,0.9,2.25,1.1,
1481,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.2,0.9,2.25,2.0,
1482,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.2,0.9,4.0,0.2,
1483,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.2,0.9,4.0,1.1,
1484,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.2,0.9,4.0,2.0,
1485,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.575,0.1,0.5,0.2,
1486,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.575,0.1,0.5,1.1,
1487,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.575,0.1,0.5,2.0,
1488,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.575,0.1,2.25,0.2,
1489,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.575,0.1,2.25,1.1,
1490,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.575,0.1,2.25,2.0,
1491,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.575,0.1,4.0,0.2,
1492,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.575,0.1,4.0,1.1,
1493,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.575,0.1,4.0,2.0,
1494,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.575,0.5,0.5,0.2,
1495,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.575,0.5,0.5,1.1,
1496,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.575,0.5,0.5,2.0,
1497,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.575,0.5,2.25,0.2,
1498,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.575,0.5,2.25,1.1,
1499,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.575,0.5,2.25,2.0,
1500,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.575,0.5,4.0,0.2,
1501,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.575,0.5,4.0,1.1,
1502,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.575,0.5,4.0,2.0,
1503,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.575,0.9,0.5,0.2,
1504,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.575,0.9,0.5,1.1,
1505,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.575,0.9,0.5,2.0,
1506,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.575,0.9,2.25,0.2,
1507,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.575,0.9,2.25,1.1,
1508,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.575,0.9,2.25,2.0,
1509,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.575,0.9,4.0,0.2,
1510,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.575,0.9,4.0,1.1,
1511,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.575,0.9,4.0,2.0,
1512,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.95,0.1,0.5,0.2,
1513,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.95,0.1,0.5,1.1,
1514,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.95,0.1,0.5,2.0,
1515,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.95,0.1,2.25,0.2,
1516,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.95,0.1,2.25,1.1,
1517,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.95,0.1,2.25,2.0,
1518,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.95,0.1,4.0,0.2,
1519,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.95,0.1,4.0,1.1,
1520,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.95,0.1,4.0,2.0,
1521,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.95,0.5,0.5,0.2,
1522,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.95,0.5,0.5,1.1,
1523,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.95,0.5,0.5,2.0,
1524,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.95,0.5,2.25,0.2,
1525,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.95,0.5,2.25,1.1,
1526,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.95,0.5,2.25,2.0,
1527,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.95,0.5,4.0,0.2,
1528,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.95,0.5,4.0,1.1,
1529,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.95,0.5,4.0,2.0,
1530,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.95,0.9,0.5,0.2,
1531,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.95,0.9,0.5,1.1,
1532,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.95,0.9,0.5,2.0,
1533,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.95,0.9,2.25,0.2,
1534,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.95,0.9,2.25,1.1,
1535,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.95,0.9,2.25,2.0,
1536,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.95,0.9,4.0,0.2,
1537,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.95,0.9,4.0,1.1,
1538,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.8,0.95,0.9,4.0,2.0,
1539,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.2,0.1,0.5,0.2,
1540,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.2,0.1,0.5,1.1,
1541,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.2,0.1,0.5,2.0,
1542,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.2,0.1,2.25,0.2,
1543,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.2,0.1,2.25,1.1,
1544,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.2,0.1,2.25,2.0,
1545,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.2,0.1,4.0,0.2,
1546,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.2,0.1,4.0,1.1,
1547,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.2,0.1,4.0,2.0,
1548,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.2,0.5,0.5,0.2,
1549,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.2,0.5,0.5,1.1,
1550,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.2,0.5,0.5,2.0,
1551,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.2,0.5,2.25,0.2,
1552,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.2,0.5,2.25,1.1,
1553,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.2,0.5,2.25,2.0,
1554,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.2,0.5,4.0,0.2,
1555,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.2,0.5,4.0,1.1,
1556,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.2,0.5,4.0,2.0,
1557,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.2,0.9,0.5,0.2,
1558,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.2,0.9,0.5,1.1,
1559,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.2,0.9,0.5,2.0,
1560,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.2,0.9,2.25,0.2,
1561,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.2,0.9,2.25,1.1,
1562,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.2,0.9,2.25,2.0,
1563,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.2,0.9,4.0,0.2,
1564,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.2,0.9,4.0,1.1,
1565,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.2,0.9,4.0,2.0,
1566,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.575,0.1,0.5,0.2,
1567,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.575,0.1,0.5,1.1,
1568,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.575,0.1,0.5,2.0,
1569,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.575,0.1,2.25,0.2,
1570,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.575,0.1,2.25,1.1,
1571,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.575,0.1,2.25,2.0,
1572,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.575,0.1,4.0,0.2,
1573,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.575,0.1,4.0,1.1,
1574,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.575,0.1,4.0,2.0,
1575,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.575,0.5,0.5,0.2,
1576,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.575,0.5,0.5,1.1,
1577,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.575,0.5,0.5,2.0,
1578,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.575,0.5,2.25,0.2,
1579,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.575,0.5,2.25,1.1,
1580,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.575,0.5,2.25,2.0,
1581,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.575,0.5,4.0,0.2,
1582,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.575,0.5,4.0,1.1,
1583,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.575,0.5,4.0,2.0,
1584,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.575,0.9,0.5,0.2,
1585,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.575,0.9,0.5,1.1,
1586,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.575,0.9,0.5,2.0,
1587,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.575,0.9,2.25,0.2,
1588,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.575,0.9,2.25,1.1,
1589,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.575,0.9,2.25,2.0,
1590,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.575,0.9,4.0,0.2,
1591,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.575,0.9,4.0,1.1,
1592,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.575,0.9,4.0,2.0,
1593,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.95,0.1,0.5,0.2,
1594,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.95,0.1,0.5,1.1,
1595,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.95,0.1,0.5,2.0,
1596,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.95,0.1,2.25,0.2,
1597,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.95,0.1,2.25,1.1,
1598,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.95,0.1,2.25,2.0,
1599,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.95,0.1,4.0,0.2,
1600,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.95,0.1,4.0,1.1,
1601,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.95,0.1,4.0,2.0,
1602,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.95,0.5,0.5,0.2,
1603,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.95,0.5,0.5,1.1,
1604,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.95,0.5,0.5,2.0,
1605,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.95,0.5,2.25,0.2,
1606,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.95,0.5,2.25,1.1,
1607,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.95,0.5,2.25,2.0,
1608,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.95,0.5,4.0,0.2,
1609,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.95,0.5,4.0,1.1,
1610,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.95,0.5,4.0,2.0,
1611,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.95,0.9,0.5,0.2,
1612,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.95,0.9,0.5,1.1,
1613,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.95,0.9,0.5,2.0,
1614,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.95,0.9,2.25,0.2,
1615,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.95,0.9,2.25,1.1,
1616,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.95,0.9,2.25,2.0,
1617,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.95,0.9,4.0,0.2,
1618,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.95,0.9,4.0,1.1,
1619,10.0,150.0,1024.0,32.0,1.25,2.5,0.6,0.9,0.95,0.9,4.0,2.0,
1620,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.2,0.1,0.5,0.2,
1621,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.2,0.1,0.5,1.1,
1622,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.2,0.1,0.5,2.0,
1623,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.2,0.1,2.25,0.2,
1624,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.2,0.1,2.25,1.1,
1625,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.2,0.1,2.25,2.0,
1626,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.2,0.1,4.0,0.2,
1627,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.2,0.1,4.0,1.1,
1628,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.2,0.1,4.0,2.0,
1629,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.2,0.5,0.5,0.2,
1630,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.2,0.5,0.5,1.1,
1631,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.2,0.5,0.5,2.0,
1632,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.2,0.5,2.25,0.2,
1633,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.2,0.5,2.25,1.1,
1634,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.2,0.5,2.25,2.0,
1635,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.2,0.5,4.0,0.2,
1636,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.2,0.5,4.0,1.1,
1637,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.2,0.5,4.0,2.0,
1638,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.2,0.9,0.5,0.2,
1639,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.2,0.9,0.5,1.1,
1640,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.2,0.9,0.5,2.0,
1641,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.2,0.9,2.25,0.2,
1642,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.2,0.9,2.25,1.1,
1643,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.2,0.9,2.25,2.0,
1644,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.2,0.9,4.0,0.2,
1645,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.2,0.9,4.0,1.1,
1646,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.2,0.9,4.0,2.0,
1647,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.575,0.1,0.5,0.2,
1648,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.575,0.1,0.5,1.1,
1649,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.575,0.1,0.5,2.0,
1650,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.575,0.1,2.25,0.2,
1651,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.575,0.1,2.25,1.1,
1652,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.575,0.1,2.25,2.0,
1653,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.575,0.1,4.0,0.2,
1654,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.575,0.1,4.0,1.1,
1655,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.575,0.1,4.0,2.0,
1656,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.575,0.5,0.5,0.2,
1657,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.575,0.5,0.5,1.1,
1658,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.575,0.5,0.5,2.0,
1659,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.575,0.5,2.25,0.2,
1660,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.575,0.5,2.25,1.1,
1661,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.575,0.5,2.25,2.0,
1662,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.575,0.5,4.0,0.2,
1663,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.575,0.5,4.0,1.1,
1664,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.575,0.5,4.0,2.0,
1665,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.575,0.9,0.5,0.2,
1666,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.575,0.9,0.5,1.1,
1667,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.575,0.9,0.5,2.0,
1668,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.575,0.9,2.25,0.2,
1669,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.575,0.9,2.25,1.1,
1670,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.575,0.9,2.25,2.0,
1671,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.575,0.9,4.0,0.2,
1672,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.575,0.9,4.0,1.1,
1673,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.575,0.9,4.0,2.0,
1674,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.95,0.1,0.5,0.2,
1675,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.95,0.1,0.5,1.1,
1676,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.95,0.1,0.5,2.0,
1677,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.95,0.1,2.25,0.2,
1678,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.95,0.1,2.25,1.1,
1679,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.95,0.1,2.25,2.0,
1680,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.95,0.1,4.0,0.2,
1681,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.95,0.1,4.0,1.1,
1682,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.95,0.1,4.0,2.0,
1683,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.95,0.5,0.5,0.2,
1684,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.95,0.5,0.5,1.1,
1685,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.95,0.5,0.5,2.0,
1686,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.95,0.5,2.25,0.2,
1687,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.95,0.5,2.25,1.1,
1688,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.95,0.5,2.25,2.0,
1689,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.95,0.5,4.0,0.2,
1690,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.95,0.5,4.0,1.1,
1691,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.95,0.5,4.0,2.0,
1692,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.95,0.9,0.5,0.2,
1693,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.95,0.9,0.5,1.1,
1694,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.95,0.9,0.5,2.0,
1695,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.95,0.9,2.25,0.2,
1696,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.95,0.9,2.25,1.1,
1697,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.95,0.9,2.25,2.0,
1698,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.95,0.9,4.0,0.2,
1699,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.95,0.9,4.0,1.1,
1700,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.8,0.95,0.9,4.0,2.0,
1701,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.9,0.2,0.1,0.5,0.2,
1702,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.9,0.2,0.1,0.5,1.1,
1703,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.9,0.2,0.1,0.5,2.0,
1704,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.9,0.2,0.1,2.25,0.2,
1705,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.9,0.2,0.1,2.25,1.1,
1706,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.9,0.2,0.1,2.25,2.0,
1707,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.9,0.2,0.1,4.0,0.2,
1708,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.9,0.2,0.1,4.0,1.1,
1709,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.9,0.2,0.1,4.0,2.0,
1710,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.9,0.2,0.5,0.5,0.2,
1711,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.9,0.2,0.5,0.5,1.1,
1712,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.9,0.2,0.5,0.5,2.0,
1713,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.9,0.2,0.5,2.25,0.2,
1714,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.9,0.2,0.5,2.25,1.1,
1715,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.9,0.2,0.5,2.25,2.0,
1716,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.9,0.2,0.5,4.0,0.2,
1717,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.9,0.2,0.5,4.0,1.1,
1718,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.9,0.2,0.5,4.0,2.0,
1719,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.9,0.2,0.9,0.5,0.2,
1720,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.9,0.2,0.9,0.5,1.1,
1721,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.9,0.2,0.9,0.5,2.0,
1722,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.9,0.2,0.9,2.25,0.2,
1723,10.0,150.0,1024.0,32.0,1.25,4.0,0.4,0.9,0.2,0.9,2.25,1.1,
